OrderID,Date,CustomerID,State,Category,Sub-Category,Quantity,Sales,Profit
O22040,2024-03-04,C1199,Ohio,Electronics,Laptop,3,2834.88,410.62
O22041,2024-10-15,C1031,Texas,Home,Decor,2,92.83,9.76
O22042,2024-10-17,C1112,Michigan,Clothing,Pants,3,79.0,17.77
O22043,2023-02-19,C1080,Georgia,Home,Decor,3,$110.88,8.72
O22044,2024-05-28,C1348,New York,Electronics,Audio,4,459.51,103.42
O22045,2024-06-19,C1062,Georgia,Clothing,Pants,4,137.54,18.01
O22046,2024-10-28,C1406,New York,Home,Furniture,1,288.75,30.37
O22047,2023-09-01,C1312,California,Home,Bedding,2,133.08,14.75
O22048,2023-02-28,C1140,North Carolina,Clothing,Shoes,1,56.85,6.6
O22049,2023-11-02,C1418,Pennsylvania,Clothing,Pants,4,184.03,27.85
O22050,2024-06-18,C1397,Florida,Clothing,Shoes,3,203.94,24.63
O22051,2023-05-31,C1243,New York,Electronics,Accessories,4,130.74,23.46
O22052,2023-09-14,C1495,New York,Clothing,Pants,5,205.18,27.71
O22053,2024-07-05,C1390,North Carolina,Electronics,Laptop,3,2649.78,488.43
O22054,2024-07-06,C1171,California,Home,Decor,1,32.53,5.56
O22055,2023-11-15,C1046,New York,Home,Decor,3,$89.7,8.87
O22056,2024-02-28,C1490,Florida,Clothing,Jackets,5,448.8,95.39
O22057,2024-07-22,C1457,Florida,Clothing,Shirts,4,103.16,21.64
O22058,2024-09-13,C1231,Florida,Electronics,Accessories,2,67.59,16.75
O22059,2023-06-15,C1493,Texas,Home,Furniture,2,441.4,37.52
O22060,2023-06-30,C1208,California,Sports,Fitness,2,123.14,27.04
O22061,2024-07-05,C1031,Texas,Toys,Action Figures,4,85.96,19.29
O22062,2023-06-18,C1427,Michigan,Toys,Dolls,2,32.92,5.87
O22063,2023-07-31,C1333,California,Beauty,Hair,5,62.07,9.39
O22064,2024-05-25,C1230,Ohio,Clothing,Shirts,4,115.2,27.82
O22065,2023-03-30,C1308,Ohio,Electronics,Accessories,2,53.64,13.12
O22066,2023-09-26,C1385,Georgia,Home,Decor,1,36.01,6.42
O22067,2023-12-19,C1264,Michigan,Electronics,Laptop,4,3805.01,463.88
O22068,2024-02-14,C1064,Texas,Home,Decor,4,161.74,34.52
O22069,2024-04-01,C1149,Texas,Toys,Board Games,3,84.06,5.7
O22070,2024-06-09,C1136,Florida,Toys,Action Figures,2,37.69,4.08
O22071,2023-09-04,C1309,Texas,Clothing,Shoes,1,54.46,13.46
O22072,2023-09-19,C1086,Ohio,Home,Decor,5,191.3,40.72
O22073,2024-08-02,C1229,Pennsylvania,Home,Kitchen,4,263.96,62.8
O22074,2024-10-18,C1104,Michigan,Beauty,Makeup,5,208.55,35.24
O22075,2023-03-31,C1369,California,Toys,Action Figures,5,81.3,10.69
O22076,2024-01-09,C1273,Michigan,Sports,Fitness,5,467.27,114.92
O22077,2023-03-04,C1177,New York,Electronics,Laptop,3,2573.46,287.93
O22078,2023-05-19,C1096,Florida,Clothing,Pants,5,198.55,40.0
O22079,2023-09-07,C1130,Florida,Clothing,Jackets,2,163.92,26.5
O22080,2023-12-13,C1419,Ohio,Electronics,Accessories,2,51.8,4.96
O22081,2023-12-15,C1246,Florida,Sports,Fitness,1,65.68,3.51
O22082,2024-02-16,C1043,Michigan,Sports,Fitness,1,85.34,10.82
O22083,2024-06-06,C1055,Michigan,Electronics,Accessories,5,183.21,29.23
O22084,2024-09-09,C1178,Michigan,Electronics,Accessories,5,,13.4
O22085,2023-05-29,C1244,California,Clothing,Shirts,3,86.74,11.53
O22086,2023-08-24,C1073,Georgia,Beauty,Makeup,5,185.78,32.15
O22087,2023-12-23,C1331,Ohio,Clothing,Pants,5,,38.27
O22088,2024-04-02,C1056,California,Electronics,Accessories,5,133.04,8.06
O22089,2023-01-01,C1037,California,Electronics,Phone,4,1741.56,318.42
O22090,2023-12-25,C1090,California,Clothing,Shoes,4,212.72,13.05
O22091,2024-05-09,C1244,California,Sports,Outdoor,3,298.13,16.59
O22092,2023-03-17,C1425,Illinois,Clothing,Jackets,3,$271.44,21.85
O22093,2023-05-19,C1248,North Carolina,Clothing,Jackets,2,194.58,35.17
O22094,2023-10-06,C1426,Florida,Electronics,Laptop,3,2861.87,173.33
O22095,2023-12-22,C1232,Illinois,Home,Decor,2,60.75,3.29
O22096,2024-03-27,C1464,North Carolina,Toys,Dolls,5,136.31,10.03
O22097,2024-11-19,C1297,Texas,Clothing,Pants,3,142.86,34.28
O22098,2024-01-08,C1007,Georgia,Clothing,Shirts,3,82.2,19.03
O22099,2024-02-01,C1204,Illinois,Beauty,Hair,3,48.15,3.24
O22100,2024-07-31,C1232,Illinois,Electronics,Accessories,2,46.73,5.18
O22101,2023-02-04,C1166,New York,Home,Bedding,2,197.18,47.22
O22102,2023-02-27,C1232,Illinois,Clothing,Shoes,1,57.19,3.98
O22103,2023-04-11,C1377,California,Clothing,Jackets,2,167.5,11.54
O22104,2023-06-17,C1265,Ohio,Home,Bedding,2,160.47,10.78
O22105,2023-07-20,C1466,Texas,Beauty,Makeup,4,142.66,34.99
O22106,2023-09-08,C1405,Michigan,Home,Bedding,3,225.44,44.78
O22107,2023-11-03,C1428,New York,Electronics,Phone,2,1037.07,96.34
O22108,2024-01-15,C1497,California,Clothing,Shoes,3,199.67,11.82
O22109,2024-09-21,C1185,Pennsylvania,Clothing,Jackets,3,268.21,65.19
O22110,2023-03-23,C1131,Texas,Home,Decor,4,112.56,15.21
O22111,2023-06-03,C1447,Ohio,Toys,Dolls,3,80.28,13.62
O22112,2023-09-07,C1313,North Carolina,Electronics,Laptop,2,1641.35,173.72
O22113,2024-05-17,C1399,Ohio,Home,Furniture,3,921.79,185.9
O22114,2023-06-21,C1040,California,Home,Decor,1,40.02,3.58
O22115,2024-01-11,C1287,Illinois,Clothing,Pants,1,40.16,8.33
O22116,2024-04-16,C1161,Pennsylvania,Home,Decor,4,185.82,17.86
O22117,2023-01-24,C1467,Georgia,Electronics,Laptop,2,1603.52,111.58
O22118,2023-03-06,C1244,California,Clothing,Shirts,4,99.15,14.45
O22119,2023-05-17,C1452,Florida,Sports,Outdoor,1,86.5,18.39
O22120,2023-10-06,C1030,Illinois,Clothing,Shoes,2,156.62,19.89
O22121,2024-03-08,C1317,Texas,Clothing,Shoes,3,219.52,12.24
O22122,2024-03-12,C1392,New York,Home,Kitchen,2,134.43,21.6
O22123,2023-09-17,C1397,Florida,Sports,Fitness,5,303.94,56.56
O22124,2024-04-18,C1113,Georgia,Sports,Fitness,2,121.54,24.08
O22125,2024-08-20,C1191,Michigan,Home,Bedding,3,298.16,38.88
O22126,2024-01-19,C1483,Pennsylvania,Electronics,Audio,5,487.28,33.82
O22127,2024-05-03,C1135,New York,Beauty,Hair,4,83.84,13.99
O22128,2024-05-11,C1342,Texas,Home,Decor,2,78.44,9.09
O22129,2024-09-17,C1478,North Carolina,Clothing,Jackets,4,249.07,59.62
O22130,2024-10-09,C1050,North Carolina,Beauty,Makeup,2,76.8,11.56
O22131,2023-07-27,C1043,Michigan,Clothing,Jackets,1,90.75,13.11
O22132,2024-02-17,C1075,Ohio,Electronics,Laptop,1,850.96,95.17
O22133,2024-11-10,C1133,New York,Beauty,Makeup,3,102.53,12.07
O22134,2024-06-07,C1444,Georgia,Home,Bedding,1,65.87,10.05
O22135,2023-04-04,C1227,New York,Clothing,Shirts,5,122.94,13.69
O22136,2023-09-21,C1122,New York,Clothing,Shirts,5,96.39,22.02
O22137,2024-09-05,C1002,Ohio,Home,Decor,2,62.76,8.65
O22138,2023-04-26,C1436,California,Electronics,Audio,4,451.04,48.89
O22139,2023-07-29,C1459,California,Clothing,Shoes,5,247.99,20.11
O22140,2024-08-22,C1095,Florida,Home,Bedding,2,146.33,26.99
O22141,2024-10-07,C1457,Florida,Beauty,Hair,4,65.63,3.62
O22142,2023-06-20,C1104,Michigan,Home,Kitchen,1,70.99,9.94
O22143,2024-07-08,C1171,California,Toys,Dolls,2,49.47,7.92
O22144,2023-04-02,C1079,California,Toys,Action Figures,4,95.2,11.23
O22145,2023-11-03,C1029,California,Home,Bedding,3,253.6,50.71
O22146,2024-07-11,C1372,California,Electronics,Accessories,3,84.82,15.7
O22147,2024-11-01,C1422,California,Beauty,Hair,5,93.65,22.88
O22148,2023-12-10,C1352,Pennsylvania,Clothing,Shoes,4,132.65,20.13
O22149,2024-01-20,C1455,Florida,Electronics,Accessories,3,96.84,15.26
O22150,2024-02-14,C1420,Ohio,Electronics,Accessories,5,147.59,14.64
O22151,2024-04-14,C1011,North Carolina,Toys,Board Games,2,60.46,7.68
O22152,2024-08-29,C1081,Pennsylvania,Electronics,Phone,2,686.34,38.0
O22153,2023-02-04,C1042,California,Electronics,Accessories,4,119.48,22.44
O22154,2023-12-10,C1312,California,Toys,Action Figures,4,74.74,8.4
O22155,2024-03-13,C1358,Michigan,Beauty,Makeup,4,142.64,22.55
O22156,2024-07-10,C1457,Florida,Home,Furniture,4,988.61,99.85
O22157,2024-07-12,C1271,Georgia,Electronics,Audio,3,333.79,58.15
O22158,2024-10-15,C1403,Georgia,Electronics,Laptop,3,2928.06,408.51
O22159,2023-05-22,C1364,Michigan,Home,Furniture,5,1442.13,211.09
O22160,2023-05-25,C1183,Michigan,Electronics,Phone,3,1408.25,335.9
O22161,2023-07-23,C1463,Illinois,Home,Bedding,2,140.89,26.94
O22162,2023-09-03,C1166,New York,Electronics,Accessories,5,118.89,12.17
O22163,2023-09-11,C1001,North Carolina,Beauty,Skincare,3,95.71,14.43
O22164,2024-01-06,C1284,Illinois,Home,Furniture,4,1194.37,171.19
O22165,2024-02-12,C1429,California,Electronics,Audio,3,262.07,54.78
O22166,2024-10-13,C1349,Pennsylvania,Beauty,Hair,1,16.95,3.67
O22167,2023-10-18,C1163,Illinois,Clothing,Pants,5,190.02,20.27
O22168,2024-03-08,C1055,Michigan,Clothing,Shoes,3,124.91,26.76
O22169,2024-03-28,C1238,Pennsylvania,Beauty,Hair,3,59.13,5.08
O22170,2024-07-14,C1428,New York,Clothing,Jackets,2,168.71,34.17
O22171,2024-11-21,C1498,North Carolina,Clothing,Shoes,4,257.27,25.66
O22172,2023-04-16,C1165,Georgia,Clothing,Jackets,4,300.81,32.96
O22173,2023-06-03,C1257,Pennsylvania,Electronics,Laptop,2,1703.75,375.67
O22174,2024-10-29,C1166,New York,Electronics,Phone,2,846.81,113.49
O22175,2024-11-06,C1227,New York,Toys,Action Figures,1,14.69,3.64
O22176,2023-03-23,C1162,Pennsylvania,Home,Bedding,5,437.34,35.16
O22177,2023-04-05,C1430,California,Clothing,Jackets,4,339.6,48.45
O22178,2023-11-26,C1387,Texas,Clothing,Shoes,2,120.29,23.64
O22179,2024-05-13,C1094,Ohio,Sports,Accessories,2,69.98,3.57
O22180,2023-01-20,C1457,Florida,Sports,Fitness,5,368.13,29.59
O22181,2023-04-14,C1410,New York,Home,Furniture,2,549.46,29.71
O22182,2023-07-06,C1288,Texas,Beauty,Skincare,1,30.75,7.64
O22183,2023-07-15,C1263,Florida,Toys,Dolls,5,159.86,32.31
O22184,2023-09-30,C1421,Ohio,Clothing,Pants,1,37.06,4.62
O22185,2023-02-19,C1492,Texas,Electronics,Laptop,3,2974.9,241.73
O22186,2023-05-16,C1333,California,Electronics,Audio,4,497.84,33.89
O22187,2024-03-31,C1361,Pennsylvania,Beauty,Hair,2,44.43,6.95
O22188,2023-03-30,C1247,North Carolina,Toys,Puzzles,5,78.75,19.31
O22189,2023-06-22,C1048,Illinois,Home,Decor,1,34.78,6.43
O22190,2023-12-19,C1029,California,Electronics,Phone,4,2113.47,260.02
O22191,2024-01-06,C1417,New York,Home,Furniture,4,1075.5,161.51
O22192,2024-01-26,C1385,Georgia,Toys,Board Games,2,65.7,16.41
O22193,2024-02-04,C1387,Texas,Beauty,Skincare,4,146.34,22.5
O22194,2024-07-09,C1289,Illinois,Electronics,Audio,2,246.97,59.97
O22195,2024-10-17,C1023,New York,Toys,Board Games,3,75.19,4.01
O22196,2023-04-09,C1342,Texas,Electronics,Accessories,2,61.48,11.94
O22197,2023-08-20,C1035,Georgia,Toys,Board Games,1,28.0,4.91
O22198,2023-11-05,C1086,Ohio,Home,Kitchen,4,223.0,41.72
O22199,2024-05-27,C1229,Pennsylvania,Electronics,Accessories,4,114.21,18.74
O22200,2023-03-10,C1144,Texas,Toys,Board Games,4,103.75,6.1
O22201,2023-03-12,C1068,California,Electronics,Accessories,2,$38.41,3.07
O22202,2023-04-23,C1425,Illinois,Beauty,Makeup,5,213.72,50.11
O22203,2023-12-04,C1221,Illinois,Clothing,Shirts,2,46.34,4.48
O22204,2024-03-01,C1013,Texas,Toys,Puzzles,1,11.14,2.77
O22205,2024-09-12,C1434,California,Sports,Accessories,2,61.61,11.45
O22206,2024-11-28,C1422,California,Clothing,Jackets,4,349.55,48.54
O22207,2023-03-28,C1247,North Carolina,Home,Kitchen,3,175.19,41.0
O22208,2023-04-28,C1421,Ohio,Clothing,Shirts,1,20.17,4.22
O22209,2023-06-21,C1191,Michigan,Electronics,Phone,3,1181.49,160.44
O22210,2023-12-06,C1144,Texas,Home,Decor,1,46.98,2.99
O22211,2024-03-17,C1001,North Carolina,Toys,Action Figures,1,15.77,3.53
O22212,2023-01-10,C1400,California,Sports,Outdoor,4,241.81,49.09
O22213,2023-12-20,C1130,Florida,Beauty,Makeup,2,66.76,13.9
O22214,2024-05-09,C1186,Georgia,Home,Furniture,4,1123.28,223.5
O22215,2023-02-19,C1404,New York,Toys,Board Games,4,149.85,15.76
O22216,2023-04-26,C1482,Florida,Beauty,Hair,4,77.44,17.17
O22217,2023-08-01,C1424,California,Home,Kitchen,3,173.87,8.77
O22218,2024-03-12,C1283,California,Electronics,Phone,1,403.7,39.34
O22219,2024-06-08,C1357,Illinois,Clothing,Pants,5,$232.65,13.8
O22220,2024-11-15,C1229,Pennsylvania,Beauty,Makeup,2,69.27,5.0
O22221,2023-01-22,C1235,Ohio,Home,Bedding,4,358.0,56.02
O22222,2023-07-06,C1451,Illinois,Toys,Puzzles,1,15.98,0.92
O22223,2024-06-26,C1009,Pennsylvania,Electronics,Accessories,2,62.72,5.41
O22224,2023-07-27,C1497,California,Sports,Fitness,5,342.64,33.08
O22225,2024-03-15,C1466,Texas,Clothing,Shirts,5,149.77,27.12
O22226,2024-11-16,C1241,North Carolina,Home,Bedding,4,273.4,39.31
O22227,2023-05-13,C1098,California,Electronics,Audio,5,619.02,87.7
O22228,2023-10-18,C1381,Pennsylvania,Electronics,Accessories,5,159.16,32.42
O22229,2023-11-13,C1004,Texas,Toys,Dolls,2,46.91,6.63
O22230,2024-02-27,C1384,Ohio,Sports,Outdoor,2,174.79,20.92
O22231,2024-06-14,C1170,Pennsylvania,Clothing,Pants,4,175.91,42.66
O22232,2024-02-08,C1014,Texas,Electronics,Accessories,1,34.99,1.81
O22233,2024-05-19,C1468,Texas,Clothing,Shirts,4,98.33,10.92
O22234,2024-10-10,C1162,Pennsylvania,Electronics,Accessories,3,87.07,14.97
O22235,2023-03-27,C1443,New York,Electronics,Audio,5,648.53,133.96
O22236,2023-09-25,C1323,Texas,Toys,Action Figures,1,19.41,4.14
O22237,2024-05-30,C1235,Ohio,Sports,Fitness,2,108.05,6.4
O22238,2024-07-15,C1158,Texas,Electronics,Phone,3,1694.05,324.96
O22239,2024-11-28,C1249,Georgia,Home,Bedding,3,195.71,37.98
O22240,2023-11-08,C1423,Florida,Clothing,Pants,5,212.05,19.68
O22241,2024-02-28,C1145,California,Electronics,Laptop,2,2485.39,180.33
O22242,2024-04-27,C1156,Pennsylvania,Electronics,Audio,1,129.6,25.91
O22243,2024-11-04,C1343,Florida,Home,Bedding,2,161.26,16.11
O22244,2023-10-14,C1223,New York,Electronics,Accessories,5,139.84,7.04
O22245,2023-10-26,C1275,Florida,Clothing,Shoes,3,190.01,18.0
O22246,2024-07-21,C1194,New York,Electronics,Laptop,5,4485.57,252.15
O22247,2023-06-28,C1155,Texas,Clothing,Jackets,4,356.3,35.57
O22248,2023-10-17,C1353,Texas,Electronics,Accessories,3,109.58,12.82
O22249,2023-11-23,C1082,New York,Beauty,Makeup,5,209.5,21.85
O22250,2024-08-27,C1044,Texas,Toys,Puzzles,1,12.4,2.9
O22251,2023-06-21,C1346,Pennsylvania,Beauty,Skincare,1,30.07,2.9
O22252,2024-02-24,C1355,Pennsylvania,Clothing,Shirts,1,26.85,3.85
O22253,2024-03-25,C1233,Florida,Clothing,Jackets,4,392.81,94.86
O22254,2024-05-08,C1296,Ohio,Clothing,Pants,2,84.31,19.04
O22255,2024-08-28,C1126,Georgia,Electronics,Phone,1,448.72,50.19
O22256,2024-10-22,C1221,Illinois,Toys,Puzzles,4,63.92,7.37
O22257,2023-02-27,C1326,Illinois,Clothing,Shirts,1,31.82,5.37
O22258,2024-03-28,C1466,Texas,Clothing,Jackets,4,307.88,71.91
O22259,2023-03-07,C1052,Michigan,Home,Decor,1,31.32,1.63
O22260,2023-09-02,C1010,California,Clothing,Shoes,2,119.42,15.36
O22261,2024-08-18,C1410,New York,Sports,Outdoor,5,360.95,79.39
O22262,2023-06-21,C1384,Ohio,Clothing,Pants,1,44.96,5.94
O22263,2023-09-30,C1347,California,Home,Furniture,5,1129.33,219.1
O22264,2023-11-09,C1213,Texas,Clothing,Jackets,1,95.51,17.99
O22265,2024-03-18,C1187,Illinois,Sports,Fitness,2,150.4,13.7
O22266,2024-11-13,C1363,Illinois,Clothing,Jackets,5,441.82,61.82
O22267,2023-03-27,C1230,Ohio,Home,Bedding,4,397.22,64.84
O22268,2023-10-11,C1396,Georgia,Electronics,Laptop,1,1015.0,195.99
O22269,2023-10-29,C1010,California,Toys,Board Games,1,28.61,6.14
O22270,2024-07-03,C1434,California,Clothing,Shoes,4,204.79,41.36
O22271,2023-05-31,C1298,Pennsylvania,Clothing,Pants,2,74.29,4.14
O22272,2024-01-07,C1417,New York,Beauty,Hair,3,68.34,12.58
O22273,2023-10-15,C1480,Pennsylvania,Sports,Outdoor,1,58.8,8.79
O22274,2024-08-25,C1071,Texas,Clothing,Shirts,4,70.01,11.54
O22275,2023-11-19,C1423,Florida,Beauty,Hair,3,62.02,7.73
O22276,2023-04-21,C1263,Florida,Electronics,Accessories,1,33.8,6.52
O22277,2024-02-06,C1413,Illinois,Beauty,Skincare,5,172.05,31.79
O22278,2024-08-26,C1494,Florida,Home,Furniture,4,857.38,142.24
O22279,2024-08-27,C1479,Florida,Home,Decor,5,144.04,32.02
O22280,2023-01-18,C1063,New York,Beauty,Hair,2,35.88,2.53
O22281,2023-06-20,C1436,California,Beauty,Makeup,3,98.81,10.89
O22282,2023-08-24,C1472,California,Clothing,Pants,4,151.95,22.64
O22283,2023-11-01,C1452,Florida,Beauty,Hair,1,20.36,4.92
O22284,2023-07-08,C1428,New York,Electronics,Laptop,1,1089.76,70.17
O22285,2024-08-12,C1306,Florida,Beauty,Skincare,3,,10.47
O22286,2023-08-18,C1138,New York,Toys,Dolls,5,142.58,33.53
O22287,2023-11-20,C1418,Pennsylvania,Electronics,Laptop,5,4941.9,1134.61
O22288,2023-11-22,C1351,Georgia,Toys,Dolls,4,89.35,19.93
O22289,2023-12-07,C1194,New York,Home,Kitchen,4,263.15,29.39
O22290,2024-02-13,C1215,Texas,Home,Decor,5,190.08,41.7
O22291,2024-02-16,C1347,California,Clothing,Pants,4,159.99,24.17
O22292,2024-02-19,C1065,Illinois,Clothing,Jackets,5,410.43,71.4
O22293,2023-06-11,C1039,Florida,Toys,Dolls,3,74.35,7.27
O22294,2024-01-17,C1144,Texas,Clothing,Shoes,4,200.69,38.4
O22295,2024-03-24,C1267,Pennsylvania,Clothing,Jackets,5,541.94,62.62
O22296,2024-04-18,C1436,California,Toys,Board Games,4,139.0,16.51
O22297,2024-08-25,C1363,Illinois,Electronics,Accessories,1,32.37,5.74
O22298,2024-08-26,C1494,Florida,Home,Bedding,1,84.53,8.28
O22299,2024-02-10,C1214,Ohio,Home,Furniture,2,493.12,46.79
O22300,2024-05-17,C1148,California,Toys,Dolls,5,103.03,12.76
O22301,2024-08-17,C1134,Michigan,Clothing,Jackets,2,171.28,35.22
O22302,2024-11-14,C1220,Pennsylvania,Clothing,Pants,5,210.09,19.95
O22303,2024-11-27,C1329,Texas,Clothing,Jackets,4,310.09,64.33
O22304,2023-06-29,C1158,Texas,Beauty,Makeup,5,175.79,33.25
O22305,2024-02-22,C1397,Florida,Electronics,Laptop,1,859.7,159.75
O22306,2024-09-12,C1165,Georgia,Sports,Accessories,4,111.11,16.11
O22307,2024-10-09,C1336,Georgia,Home,Furniture,1,220.89,44.0
O22308,2023-04-13,C1306,Florida,Beauty,Hair,4,67.75,3.57
O22309,2023-09-12,C1385,Georgia,Clothing,Pants,5,178.94,19.88
O22310,2024-09-11,C1206,California,Clothing,Shoes,5,271.87,50.52
O22311,2023-01-06,C1356,California,Beauty,Hair,1,23.27,5.76
O22312,2023-03-31,C1485,Michigan,Electronics,Laptop,3,2449.45,123.7
O22313,2023-09-20,C1296,Ohio,Electronics,Audio,5,416.93,63.37
O22314,2024-03-19,C1350,Florida,Clothing,Shoes,3,187.88,44.11
O22315,2024-07-11,C1051,Ohio,Sports,Accessories,4,131.22,29.22
O22316,2024-10-24,C1499,North Carolina,Home,Bedding,3,309.24,16.89
O22317,2023-03-27,C1398,Ohio,Home,Bedding,1,92.24,14.38
O22318,2024-03-16,C1219,Georgia,Toys,Action Figures,2,33.16,1.69
O22319,2024-07-05,C1447,Ohio,Clothing,Shoes,2,105.62,21.96
O22320,2023-12-24,C1061,Texas,Toys,Action Figures,1,21.8,2.44
O22321,2024-04-29,C1012,Georgia,Clothing,Pants,2,97.51,19.81
O22322,2023-11-17,C1158,Texas,Beauty,Skincare,1,24.86,5.94
O22323,2024-10-04,C1395,Michigan,Clothing,Shoes,5,309.54,75.9
O22324,2023-01-24,C1017,Florida,Clothing,Pants,3,110.01,25.17
O22325,2024-01-18,C1161,Pennsylvania,Home,Decor,2,61.35,5.57
O22326,2024-02-08,C1039,Florida,Clothing,Shoes,5,301.57,26.82
O22327,2023-06-19,C1037,California,Home,Furniture,2,489.98,85.82
O22328,2023-12-16,C1269,New York,Clothing,Shoes,4,167.11,26.54
O22329,2023-12-26,C1412,North Carolina,Electronics,Phone,1,515.12,26.74
O22330,2024-06-29,C1069,North Carolina,Clothing,Jackets,1,83.94,10.77
O22331,2024-05-18,C1416,New York,Home,Bedding,5,500.44,115.77
O22332,2024-05-31,C1226,North Carolina,Electronics,Audio,4,438.77,100.77
O22333,2024-10-24,C1389,Georgia,Home,Kitchen,3,137.13,12.45
O22334,2023-07-30,C1255,Illinois,Clothing,Pants,4,149.89,18.94
O22335,2024-05-24,C1409,California,Clothing,Shoes,4,265.41,43.02
O22336,2024-08-28,C1240,Michigan,Clothing,Shirts,3,74.15,16.35
O22337,2024-10-08,C1210,Illinois,Sports,Accessories,3,101.47,15.87
O22338,2024-10-16,C1080,Georgia,Toys,Dolls,4,80.49,19.61
O22339,2023-04-21,C1186,Georgia,Clothing,Shoes,2,134.62,28.24
O22340,2023-08-08,C1314,Georgia,Home,Decor,2,72.61,17.47
O22341,2023-02-24,C1137,Pennsylvania,Beauty,Hair,4,75.74,14.87
O22342,2023-03-07,C1392,New York,Clothing,Jackets,2,$185.69,41.88
O22343,2023-10-01,C1177,New York,Beauty,Skincare,3,93.24,20.16
O22344,2023-10-06,C1348,New York,Electronics,Accessories,3,76.71,7.73
O22345,2023-11-08,C1407,California,Beauty,Makeup,2,80.31,7.7
O22346,2024-02-25,C1302,Illinois,Home,Furniture,3,722.81,161.1
O22347,2024-06-13,C1373,Pennsylvania,Electronics,Audio,1,120.67,8.08
O22348,2023-02-08,C1073,Georgia,Clothing,Shoes,3,156.69,20.64
O22349,2024-04-17,C1179,California,Sports,Fitness,4,277.83,59.49
O22350,2024-10-17,C1221,Illinois,Toys,Board Games,5,128.71,27.37
O22351,2024-05-22,C1056,California,Home,Kitchen,2,116.9,9.09
O22352,2023-07-12,C1335,California,Electronics,Laptop,2,1808.28,266.8
O22353,2023-12-17,C1037,California,Clothing,Pants,3,130.9,19.11
O22354,2024-11-04,C1076,Ohio,Clothing,Jackets,3,189.36,21.73
O22355,2023-06-08,C1374,California,Electronics,Phone,5,2876.12,671.39
O22356,2023-06-23,C1070,Ohio,Home,Kitchen,5,346.54,62.59
O22357,2024-02-20,C1368,Texas,Beauty,Hair,4,77.73,19.12
O22358,2024-03-09,C1489,Michigan,Toys,Board Games,1,30.58,1.94
O22359,2024-08-19,C1035,Georgia,Electronics,Accessories,4,125.52,16.18
O22360,2023-04-25,C1469,North Carolina,Home,Bedding,2,182.25,39.55
O22361,2023-05-07,C1192,Michigan,Sports,Fitness,3,229.01,30.81
O22362,2023-06-24,C1367,Michigan,Toys,Action Figures,4,75.35,7.71
O22363,2024-09-11,C1292,Georgia,Toys,Puzzles,3,39.87,9.95
O22364,2023-04-02,C1461,Pennsylvania,Sports,Fitness,3,223.49,50.2
O22365,2023-05-23,C1175,Texas,Beauty,Hair,4,61.69,9.83
O22366,2023-12-20,C1202,Texas,Electronics,Accessories,4,131.14,21.29
O22367,2024-06-01,C1155,Texas,Clothing,Jackets,5,443.35,22.78
O22368,2024-10-04,C1163,Illinois,Sports,Accessories,1,26.48,6.52
O22369,2024-09-07,C1452,Florida,Home,Furniture,5,1516.64,320.4
O22370,2023-05-03,C1116,Georgia,Electronics,Accessories,1,28.42,1.63
O22371,2023-07-27,C1140,North Carolina,Clothing,Pants,4,149.51,12.75
O22372,2024-05-11,C1085,New York,Toys,Dolls,1,22.55,4.83
O22373,2023-07-05,C1153,Florida,Sports,Fitness,2,149.41,10.07
O22374,2023-07-29,C1412,North Carolina,Clothing,Shoes,5,282.39,67.31
O22375,2023-09-07,C1057,Texas,Home,Decor,5,137.28,34.32
O22376,2023-10-21,C1107,Ohio,Beauty,Skincare,5,157.69,35.84
O22377,2024-05-20,C1236,Texas,Clothing,Shirts,3,71.72,14.18
O22378,2024-11-02,C1207,Pennsylvania,Electronics,Laptop,3,3139.8,462.98
O22379,2023-05-26,C1124,Texas,Sports,Fitness,4,292.97,19.48
O22380,2024-10-16,C1489,Michigan,Home,Decor,4,145.59,28.55
O22381,2023-08-12,C1048,Illinois,Home,Kitchen,3,207.39,26.83
O22382,2023-09-05,C1044,Texas,Home,Bedding,5,460.8,75.59
O22383,2023-11-21,C1004,Texas,Electronics,Accessories,3,100.56,10.93
O22384,2024-03-03,C1231,Florida,Sports,Accessories,1,27.08,2.67
O22385,2024-06-02,C1154,North Carolina,Clothing,Jackets,5,498.76,57.29
O22386,2023-01-18,C1431,Ohio,Clothing,Shoes,3,187.44,39.88
O22387,2024-02-23,C1096,Florida,Electronics,Audio,4,393.48,53.24
O22388,2024-04-28,C1016,New York,Clothing,Shirts,3,76.55,8.6
O22389,2024-09-20,C1432,Illinois,Beauty,Skincare,2,61.68,8.43
O22390,2023-07-28,C1025,Ohio,Beauty,Hair,3,61.12,3.45
O22391,2023-11-02,C1199,Ohio,Sports,Fitness,5,229.26,52.3
O22392,2023-12-05,C1143,New York,Clothing,Jackets,3,220.27,35.32
O22393,2024-03-30,C1276,Ohio,Toys,Dolls,4,79.26,5.62
O22394,2024-04-09,C1278,Pennsylvania,Home,Decor,1,27.82,3.0
O22395,2023-10-06,C1469,North Carolina,Beauty,Skincare,2,61.5,15.17
O22396,2023-10-20,C1242,Michigan,Toys,Dolls,5,114.48,19.3
O22397,2024-02-01,C1025,Ohio,Clothing,Shirts,4,94.54,10.24
O22398,2024-06-16,C1447,Ohio,Clothing,Shirts,2,43.29,5.86
O22399,2024-08-14,C1144,Texas,Clothing,Pants,3,144.83,14.73
